,Post,IdFatherComment,Date,Caption,likesComment,Username,IdChildComment
661,661,17992145170268120,1567465290,@elyssamarie83,1,therealerikhuso,
662,662,17874629011439000,1567465209,@jennawhoo 😘,1,austinmd,
663,663,17959644292291608,1567465167,@3_will_coates_3,0,jenmwe3,
664,664,17844148141624073,1567465037,@amanda_athens,0,raphymartinez,
665,665,18067103095187894,1567464837,@kmeist,0,ryanmkevorkian,
666,666,18073816954127614,1567464755,@harmansaprai,0,derekshannon,
667,667,17885914828406507,1567464713,"This is the most 2019 video I've ever seen, a millennial couple driving their Tesla while listening to Cardi B",0,mathew.herman,
668,668,17898547231370536,1567464644,@jillian_r,1,moeljurray,
669,669,17880539122422260,1567464641,@rebekahthoman,0,kelseythoman,
670,670,17853696667537086,1567464449,Me driving llamar to soccer practice @hanavnewnam,1,lillyyagirl,
671,671,17923701529320367,1567464346,@spirit_laryn,1,hungarian_kris,
672,672,17927260213310475,1567464325,@jasontfishman @nicsweez16,0,dhrncx,
673,673,18056968288167350,1567464297,Roller coaster ride @mandrws93,1,balanced_maur,
674,674,18031010497200835,1567464290,@rslider,1,alec.kinahan,
675,675,18096080887026155,1567464249,@dancuarini,0,nickderoo,
676,676,17862990208484966,1567464236,@crust_city,0,schrieversophie,
677,677,17852689924537655,1567464226,I hope he let her drive too.,0,madelyndoes,
678,678,17876355379435116,1567464173,@hellen_titus,1,o_adetunji89,
679,679,18051800932168144,1567464103,@hannahrusselllll lol,0,the_jamie_harvey,
680,680,17852836720554344,1567464013,"🏎🏎. Or should I say, 🚀🚀",0,porsche.taycan.canada,
681,681,18096639262056540,1567463811,@bkreiner98,0,michi_stef,
682,682,18075989398115198,1567463805,@alice.janine @theoriginalmsm,1,michi_stef,
683,683,17983615606272191,1567463797,@laszlo1863,1,michi_stef,
684,684,18032270740207172,1567463756,Sad,0,bharmory,
685,685,18061238950158181,1567463696,"But only with a Tesla, without it doesn’t gets old it is lame😂",0,c4ristx,
686,686,17900436349370157,1567463299,@trickster_010  samo bez tesle 😂,1,dilezov_janko,
687,687,17997946171256727,1567463254,@lizsinclair1,0,kodabearpaws,
688,688,18095399581057399,1567463122,@nic_the_airbag16 @nicholas.bastien,0,martinroy_,
689,689,17862861361488850,1567463034,@nataliadaveg miss this?,0,sarabitious,
690,690,18096793804003929,1567463004,One day,0,yadan_gonzalez,
691,691,17866741660463036,1567462960,@nick_h_z06,0,amit.846,
692,692,17845435849610908,1567462954,He’s punchin,0,olddeadeyefilm,
693,693,17891967685384076,1567462891,💦 👙,1,rafaelgaravello,
694,694,18050131579199711,1567462845,@willteke,0,mcpherson_58,
695,695,18073633129123606,1567462792,Why can't my equinox do that,1,dheyaa_mikha,
696,696,17998099468261808,1567462540,@manda_welsh  one day 🙏🏼🙏🏼,0,elyk_93,
697,697,17892160360381030,1567462515,@donnapeen 😬😬😬,0,ivo_d,
698,698,18067149856136981,1567462511,@za7raabdul,0,althaafakoo,
699,699,18017232364227149,1567462501,@thegoldelocks @anna_skreki @ott.sella,0,nickstergiou,
700,700,17847951748591951,1567462480,@mississippipitbull,0,mrs_ac1,
701,701,17867574091463558,1567462354,@n.kokolantonakis,0,thodoris.drs,
702,702,17865924295475306,1567462344,i love tesla😍😍,0,tobias_555_mb,
703,703,18072419536120579,1567462276,@paularambousek hehe,1,matijahardi,
704,704,18057244855161269,1567462272,@vanbrabantmirte,1,nicolasrobeyns,
705,705,18018742399226010,1567462152,This is why I want to get an electric vehicle.,2,brbutter,
706,706,18077236834102912,1567462116,@singrrajan,1,spencerdaems,
707,707,17992539037271009,1567462014,@kama13,0,eparra666,
708,708,18092706934065655,1567461837,@sebastian.pak6,1,josef_porras,
709,709,17848644724577916,1567461777,"This acceleration is awesome, but I think it's more emotional when you hear your car screaming 😂 while accelerating very fast",1,szymon_stawinoga,
710,710,17848004677590544,1567461768,@olinepine 😂😂😂,1,onewinterstale,
711,711,17853741436533708,1567461766,I make ignorant comics look at me,0,shaimicknight,
712,712,17852619979529186,1567461653,@blue_better_blaze the effects of a Tesla,0,jamesmccordd,
713,713,18063751261192476,1567461525,This video just reaks of white privilege,0,bunk_trunk_soon_,
714,714,17916731299331126,1567461515,@nicoleg_anloague You when I first got the car,1,ryan_anloague,
715,715,18096462928006011,1567461476,@donnavanderkleij,1,rubenlvdk,
716,716,17990004706263338,1567461443,@al3x.richardson,1,yuvi.makkar,
717,717,18077632174111005,1567461391,@simon2d,0,see_tales,
718,718,17872079251452960,1567461374,"Another cool feature: the touchscreen hits 1,000 degrees during the summer 😂",0,sean_cooker_64,
719,719,17865793918473587,1567461339,"Me: what’s up with the pillow on the passenger side 
Client : My wife got tired of always bumping her head ! 😂 
Me: Next time tell her to just wear a football helmet .... she’s killing your style 
Client : I Know HUH ......",1,rodztintshop,
720,720,17879565181426828,1567461303,@joshkaczmarek,0,birdy_legs,
721,721,17853675880529906,1567461256,@nurul_ayan,1,zareerv,
722,722,17892077299383659,1567461230,@scissorinalee wish you had this reaction.,0,djabi90,
723,723,17992989631267639,1567461035,@emar6615,1,papi_dacho,
724,724,18051778891173331,1567460997,@chayan_escala90 no sleeping! 🚗💨,0,razorfeathers,
725,725,18148814749053057,1567460942,@rolsanmordua @eligofe,0,bullettrain2osaka,
726,726,17866152895471224,1567460815,@farouk_o1 😭😭,1,lucifer_66692,
727,727,18061868116178987,1567460698,@jjack2007 @kevingendill,0,psapphire9,
728,728,18078058228109117,1567460683,😍,0,valaniz,
729,729,17913556999339869,1567460578,@mrsmeganstorie,0,mcmatthewburger,
730,730,17861763370493483,1567460531,@torreyls,1,wgsleight,
731,731,18077760664105006,1567460518,@kimberlyannsteiner,0,samuel.steiner41,
732,732,17844160024619540,1567460508,@hope.rothenberg 😏😃haha,1,ajwithnosnap,
733,733,18099621352006186,1567460476,@belgarion115,0,lofinrye,
734,734,18095581546050918,1567460406,@dunechka_rojas,0,emanuelreyes,
735,735,18018148669232669,1567460360,Couple goals! ❤️,1,alexandra_p_martins,
736,736,18027617065211722,1567460303,"Just like every song, Carti B ruins it",1,kyler.pitts,
737,737,18061182157159994,1567460186,@iescapedmy9to5 @kgsmusic,2,investwithlouie,
738,738,18062592325177010,1567460178,😂😂😂,0,robwjensen,
739,739,18066165301136737,1567460115,@michaelmotacos 😂😂,0,soyatika,
740,740,18096630271054615,1567460105,@cindygbrt 🔥🔥🔥,0,djimmy.fr,
741,741,17867619697467593,1567459946,@heidyf 😂😂😂 they didn’t do it with tacos in their laps tho...we better lol,3,victor_paulo24,
742,742,17859524242497756,1567459847,@_._kristen_._,1,_mattlauer,
743,743,17883276781414235,1567459835,@wmarstaller,0,steeviedj,
744,744,17900441803366169,1567459829,@Ava_g_ciri,0,evan.j.petty,
745,745,17847997495587104,1567459742,@amyy_golding 😁,1,robgold7,
746,746,18017171452232267,1567459719,Someone: I want a car so fast it rips cloths off.  Tesla: Hold my blunt,7,chris_redc63amg,
747,747,18017861284231367,1567459649,@veronicaeb 😅,0,magnusschonhowd,
748,748,18095986327009179,1567459629,Just can’t correlate the acceleration vs shirt buttons. 🤓  Attempting to duplicate the Toyota super acceleration video where the girls shirt bursts open from the pressure.,2,phaseal3469,
749,749,17853616783551840,1567459576,@phidx,0,ryanafranji,
750,750,17916717193327223,1567459530,The only car in which you can do that and not be a douchebag,6,tomi.fernandezg,
751,751,17885704378404677,1567459511,Took one of these bad boys for a test drive last year. Quickest thing I've ever driven. Instant face-melting torque (and there were 5 people in the car).,0,alan.graham.7169,
752,752,17913664774341703,1567459488,@tristanvilleneuve I love to scare you when I do this in the tesla I do own,1,julietmperrier,
753,753,18064364458133371,1567459449,👏🏻👏🏻,0,financial.mentor,
754,754,17875238098441885,1567459438,@baylee_woodward,0,realeriknorden,
755,755,18097910611011303,1567459437,"Wait, is that Eva Lovia?",1,alx_drkch,
756,756,17905369981360583,1567459430,@racheburke @jayemzee @jm_tressler @ayirpm 🏎💨,1,justytyme,
757,757,17861967649493951,1567459423,@mathiilda88 känner du igen dig? 😂,0,mr_westling,
758,758,18079499386112511,1567459365,I love doing this to my co-pilots,1,redqueens,
759,759,18089503930078500,1567459241,I swear if I see one more manchild-impresses-Tesla-riders video..,1,in.memphis,
760,760,17999660845249943,1567459231,My brother did this to me randomly I literally quickly held on hahahaha,0,stoney_king710,
761,761,17852717146533007,1567459207,I can’t @ anybody I don’t have a @teslamotors,0,steven_alaish,
762,762,17971820980286186,1567459199,@_johnnystansbury,0,henry__king1,
763,763,17849968834573893,1567459190,@leyla.pachecog,0,sashasana_,
764,764,18095421856031739,1567459176,@jikky_patcharin 😜,0,options.bookie.jeff,
765,765,17848701928581962,1567459158,I’ve seen better movies inside a tesla just saying,0,bborgesbarreto,
766,766,18024979063218305,1567459127,@york.tippy33,1,walkonearthofficial,
767,767,18097107916024084,1567459062,🇵🇹💚❤️,0,angels_cascais,
768,768,17891717365387978,1567459034,@kristel_1982 😎,0,berendbuitink,
769,769,17959511059289558,1567458997,@sanya__mathur everytime 😁,0,rishabh.mathur18,
770,770,17851944808552682,1567458921,@framneslia 💁🏻‍♂️,1,hallb3rg,
771,771,18095856064057861,1567458894,@stlxha en dan zou ik je uit de auto gooien😂,0,habibifromtheghetto,
772,772,18097169767038014,1567458881,@dbrnathan,0,qnt_fmy,
773,773,17847969226595795,1567458860,@nickdpinkston,1,dastight,
774,774,17905690870361442,1567458856,"Hi Elon Musk, give me 500 dollars, please, since I don't have a tesla or cell phone",0,irc3131,
775,775,18077084653115666,1567458845,"Hi Elon Musk, give me 500 dollars, please, since I don't have a tesla or cell phone",1,irc3131,
776,776,18001177534247884,1567458812,@joseignacio.fs sometime in the future... 😂🤗,0,mariomartinezv_,
777,777,18067843672089006,1567458810,I am a TESLA model X owner and would appreciate a senior sales specialist contacting and sorting out a serious issue Jordan 🇯🇴 team is unfortunately unable to handle efficiently @teslamotors,1,hasaninalsalehi,
778,778,17861307172485323,1567458770,@mihaelastroe,0,michaeldegroot01,
779,779,17984088715278568,1567458750,That man would drive a Tesla,0,_cameron.lee._,
780,780,17847976984591173,1567458741,Did the torque burst her buttons to her blouse?,0,atlledby25,
781,781,17878304056429705,1567458740,@chrisfatha142 I do it in the model X P100D.,0,sebastianomelissari,
782,782,18063685690130559,1567458717,Even better when the passenger tries to drink...,0,tbrandenburger,
783,783,17858421448510722,1567458648,@sjongejonge 😒,0,niqole81,
784,784,17904040009363700,1567458626,@maxbentving,0,jennyyalman,
785,785,17867355568464249,1567458549,Woohoo,0,nofashionrestrictions,
786,786,17858391520509862,1567458545,Thanks @teslamotors for making your new model 3 100% leather free 🙌🏻🙌🏻,0,nofashionrestrictions,
787,787,18075590674117430,1567458522,@kmswenson05 your reaction is a little different🤮😂,0,buzzswenson,
788,788,17883007807414512,1567458477,@yashinfiume,1,milesw1029,
789,789,17916423601335629,1567458472,I do it to @sarahdawntodusk & @ryr12r daily 🙌🤙⚡️,0,teslamcqueen,
790,790,18032283049201040,1567458453,@_shevon_p,0,reshperera,
791,791,18027118867208133,1567458361,I want one....willing to wash dishes in the back for life 😄❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🙌🏾🔥,2,dippednbuttahsauce,
792,792,18073585870120092,1567458347,@amcrall,0,briancrall,
793,793,17847933283593750,1567458319,@monia_scarcia,0,svenssondahn,
794,794,18017134240233761,1567458316,@bipellikaan weet je nog? 🤗,0,andre.pellikaan1980,
795,795,17907961657355444,1567458194,@danielgrzyb_official,0,mr_wrongway,
796,796,18052266376169325,1567458177,@jasyjen,1,innovationrei,
797,797,18099227407013669,1567458030,@sayahoshino0718,1,its_that7kid,
798,798,17852033254554802,1567457938,@sturmzinck this is you 😆,0,andy_zinck,
799,799,17864474518478520,1567457929,@sairakhwaja,2,arman_khwaja,
800,800,17861870158493632,1567457880,@_lauraaxx 😏😏😏😏,1,010julian,
801,801,17913655786340140,1567457801,@masontaylor1234 @jrgriffin0,0,gordoneill,
802,802,17870430043450889,1567457773,@yoica_vdb goeie herinneringen!,1,cedric_lanckman,
803,803,17853742864529787,1567457636,@iamcardib should get a Tesla for this 😂,0,chrissyvills,
804,804,17875122691442588,1567457589,"Aside from the fact that shes not only never been in a real car that can pull 9s, shes never been with a real man. 😂",1,suckerpunch87,
805,805,18018255646238420,1567457588,@kelsie_gracee but she gets mad,1,thenotoriouswesley,
806,806,17959056583293851,1567457502,💜 it,0,caterinatherealtor,
807,807,18027835828214516,1567457484,What’s up with this guy forehead?,0,youlinesilgnenarealestate,
808,808,17971668871285054,1567457444,@jamesparkerfilm the only person I’ve done this with. Haha,1,jake.isenhour,
809,809,18067359274091659,1567457443,@benjamin_carbone this does get old 😬😳😂,1,mariaflolo_carbone,
810,810,18028086286211184,1567457442,I always react! ❤️ the #tesla torque 🙂 @randaferns,1,nehatapper,
811,811,17845448227610436,1567457435,Chuckleheads with Tesla’s find out the hard way in the real world when they run up against AMGMercedes M Series BMW or High powered Caddy’s or Audi’s! 50-150 is where the giggling stops and we find out just what hi performance vs Ludicrous really means,0,robmitch1455,
812,812,17853695734528148,1567457431,@meag.a heh 🙌,1,gormvn,
813,813,17892315514379880,1567457390,@tulle.nilsson,1,regemar,
814,814,17862703912490452,1567457374,@dinen1,1,bodyshava,
815,815,17856644434523219,1567457371,@mariaflolo_carbone,1,benjamin_carbone,
816,816,18062663662182116,1567457296,🔥🔥🔥,0,morning_angel_evening_demon,
817,817,17875147000441946,1567457289,Now that shirt came off for some reasons the camera did not show.,0,frank_maker,
818,818,18096552178013735,1567457283,I did it to my sister twice the other day; she freaked !,0,kathy_wil,
819,819,18078304717100542,1567457220,Dude../ why cardi B.,0,earthstulip,
820,820,17847985699598405,1567457180,@rianangelinaa,1,evie.lrk,
821,821,17975407462281959,1567457144,@_0timebomb0_,0,jrkent12,
822,822,17845368817615426,1567457066,This prank is so not funny every dude with a fast car gets some dumb girl to act like she’s scared cause a car is going fast! Really 😐,0,robmitch1455,
823,823,17861379628489345,1567457031,I’m plowing through the Elon Musk book right now. I’m going to get a Tesla someday. From your fellow neighbour 🇨🇦,0,vgorous,
824,824,17958958675294836,1567457019,Haha,0,darlene_lafalce,
825,825,18029498584205034,1567456999,@ju2536 wir bevor wir 50zig sind?,0,alexandermattmann,
826,826,18060377239157634,1567456945,@sofimoreira20 @fedetrostchansky,1,juanmazorrilla21,
827,827,17858959630506474,1567456922,@bateeza,0,joecastroofficial,
828,828,17870719333448529,1567456909,@karo.bags_ic @alexis.bagsic @edwardbagsic @acbags,0,andrewbagsic,
829,829,18095585794057422,1567456784,@tori.olivarez,0,christoffer_radtke,
830,830,17872310602446149,1567456780,@schraderfour 🤣,0,tiffanyanns,
831,831,17909952889348648,1567456766,Can I have one?? For free? You never know if you don’t ask as my nan used to say!,2,ian.milling,
832,832,18031874299207511,1567456740,@mikepfau @andreea_emilia can I come with you next time in Munich ? @martinzgraggen or you take me !,3,kelloushka,
833,833,18016599418236361,1567456733,😂😂,0,araisupercars,
834,834,17847953371588853,1567456711,@ananya.sharma014,1,nirvandani,
835,835,17853736108539560,1567456620,@hardlyclerkin when you did this to Mom 🤣,1,mrsclerkin,
836,836,17872329055446042,1567456607,@alexisnhouston,0,stevenhoustonfit,
837,837,18015312319242071,1567456589,زه در بغل پراید هم آپشن حساب میشه تو ایران ، زیبا نیست 😕,0,esfahan.1,
838,838,17920965634322894,1567456569,В чем прикол данного видео❓🙄🤨,0,djys13,
839,839,17865992059468423,1567456298,@abbiem,0,zechpeter,
840,840,18064775149130426,1567456261,@adriellebragatto,1,fabriciogodinho,
841,841,18065097475192043,1567456205,@bribribritorres,1,eliassob,
842,842,17853791329536594,1567456198,@azim.turan,0,cemerdem99,
843,843,18027622435209523,1567456181,@goshden,0,britgaasch,
844,844,17876118721438269,1567456161,Loving Tesla & These Videos ❤️❤️💯,0,callme_dope96,
845,845,17984257813272464,1567456142,@mayemusk This is how you've raised men in your family 😎?,0,_laxvision_,
846,846,17845451443614839,1567456134,"@kimmiefrank22 it’s true, it never gets old",1,noahkuems13,
847,847,18096090514059505,1567456117,@sebh92,0,leoodkm,
848,848,17850084463559530,1567456109,@sanjana_reddy_nalla,0,shrshk,
849,849,18096645286020992,1567456104,@tattybadger 😂,0,lush_jack,
850,850,17858076880515213,1567456048,@loganxoxo1,1,willchandler2,
851,851,18067527796082851,1567456037,What is Guy Pearce doing in a Tesla?,1,gius4real,
852,852,17858128537515446,1567455990,#thetorque!!!! 🤩🤩😭🌠🌈🥰 my faaaaaavorite!!!,0,ninjitalia,
853,853,17851918609559413,1567455983,@simonetafjord @camillataf,2,drojfat,
854,854,18091544626064372,1567455974,@thetessamaree and everyone else I know!!!!!,1,jesse.mickelson,
855,855,17858384641508475,1567455969,👏😂 @andreea_emilia overly excited,0,michi.baer_,
856,856,17847958315593299,1567455955,@eraozdem @uluc_k tanıdık geldi mi 🤪,0,saruhan_osm,
857,857,17892402100383817,1567455919,imagine owning a Tesla and riding around listening to cardi b his music taste really complements his taste in automobiles lmao,0,ahobs13,
858,858,18119503150038824,1567455911,😂😂😂 @piamuehlenbeck,0,vato,
859,859,17845478449607937,1567455899,Kadinin kafa tasi parcalanicak o nasil kalkis😬,0,gokhan_ozguney,
860,860,17916651946335121,1567455897,"Me @ u, if I had 1 @marianaluaa",1,soyvall_,
861,861,17849160208575829,1567455879,@cherbearsaurus you should know what this is like,1,jburna_got_da_hype,
862,862,18052005772168743,1567455843,🤣🙌,1,guymanstuff,
863,863,17974423612282562,1567455836,"I’ve simply been distributing memes of lemons and limes for half a year now, and if you wanna look at citrus related memes, you have to go follow me🍋",0,limemeons,
864,864,17898331060371396,1567455806,@joey_esker20 we were on a whole different level than these guys,1,aesker15,
865,865,17870341957451061,1567455785,@elyepy @gb.mln ⚡️senna,2,elcabanon,
866,866,18016940878227219,1567455779,wow listen to the sweet sound of those electric ponies going to work you can’t even tell when the car is accelerating lol what a joke,0,ahobs13,
867,867,17848667836584537,1567455766,@dikshadhawan15,0,__iamk__,
868,868,17992089037264185,1567455766,@mariapics,0,smgates31,
869,869,17907917053356432,1567455765,@greg041270,0,bartonstreetgymselfie,
870,870,17846960617603286,1567455664,I get that all day in a high hp car all day!,0,boost.is.life,
871,871,18099067072026659,1567455604,@pazj2 🙊,0,paula.czcl,
872,872,17900285095371796,1567455568,@karlysevander teslaaaa,1,livelongandprospergroup,
873,873,17911554613337607,1567455564,Haha! Right on! Big thanks @teslamotors for making the new #model3 a pleasure to drive and show my unexpecting friends what torque really is ;) @andreea_emilia 🤙,12,mikepfau,
874,874,18098472754040231,1567455547,@nyra.davis,0,pmoles47,
875,875,17877389134434734,1567455505,...💫...,0,peanutdude,
876,876,18095554177040420,1567455475,@gericachay 🚗💨 ❤️❤️,1,kalvadet,
877,877,18066950203140067,1567455452,😊,2,ronface,
878,878,18060452692154864,1567455425,@clementinedebos @sara.dellapietra @mleffs 😂🙈,1,martyn_lathbury,
879,879,17860883242497524,1567455345,I wish I knew these guys.,9,elliotharper91,
880,880,18096148345037418,1567455341,@sherifmaghraby @lawandzz 😂,2,a.albear,
881,881,18097441132043214,1567455269,Someday... someday!!!,0,villaology,
882,882,17916639349336014,1567455244,I love Drake Maverick and Carmella,2,dylanguerrero,
883,883,17876327953436951,1567455218,@remi_bosc we tried 😂,0,parth_shah91,
884,884,17857000084515388,1567455211,@natalie.abrahantes,1,david_gr9,
885,885,17858449516509453,1567455159,@hunter_hoff,0,alex.rink,
886,886,17887494754401892,1567455116,@beccahord,0,philhord,
887,887,17864608087477984,1567455101,@nataliegehrig,0,seanthewonderful2,
888,888,17916725899331115,1567455068,❤️,0,tomartbe,
889,889,18067309585187456,1567455068,@antman112708,0,salammy,
890,890,18030037546207614,1567454978,@k_e_v_i_n_s_t_a hahaha yup,1,myarmsyourhearse,
891,891,17887456135400564,1567454940,"Male brain ""I can get women now"". Here, take my money 💵",0,linkdaman,
892,892,17998302274261604,1567454940,Tesla For Life! 🙌🏼🥂⚡️,0,carswithoutgas,
893,893,18061335481145486,1567454911,@camillaregel 😂,1,john_steinmeyer_hansen,
894,894,17855572459524868,1567454904,Giggles for dayz,5,fromwhereicharge,
895,895,18017275318234286,1567454903,@audrey_b_paris,0,markapple_malcolm,
896,896,17845451983607363,1567454882,@darius_oravec 😂,0,kia_oravec,
897,897,17901732430369422,1567454869,Camillaregel😂,0,john_steinmeyer_hansen,
898,898,17846892190599568,1567454859,@linde_vh 😛,0,luppensg,
899,899,18076628257110666,1567454850,@daniela_412 😂🤷🏻‍♂️,2,smarvasti,
900,900,18012414490245114,1567454844,Carti B ruined the whole video,1,bfitz12_,
901,901,18095176702036799,1567454768,@ingerdegrefte soon😬,2,jespervanwinkel,
902,902,17858165974515555,1567454734,@megan_theriot,2,j_crawford58,
903,903,17859504280499275,1567454690,That’s hot 🔥,0,bertvegas,
904,904,18057539563160832,1567454690,That’s hot 🔥,2,bertvegas,
905,905,18077931907096838,1567454650,Ohnshe wants that soooo bad. Finger biting dead giveaway,0,rollbot,
906,906,17865736981475844,1567454638,@jordan.raymond_,0,papa_doc5,
907,907,17891859229382665,1567454614,@hannahbassett13,0,timothymjr,
908,908,17850154804567628,1567454609,@aniellycs,0,joao_caillaux,
909,909,18016705864236895,1567454585,"Hope you'll keep riding whell. And not force user to just be passengers of AI, and will not take away all the pleasure of driving.",0,airatspace,
910,910,17908909252353127,1567454533,@sheraos,0,dhavalpat,
911,911,18062285425146711,1567454519,"How can I buy Tesla car, if I live in country with small salaries and bad infrastructure 😒😔😟",4,kantayev,
912,912,18098288599063564,1567454503,@danishtrainenthusiast  you during model X test drive 😍,0,martinhd8260,
913,913,18072738397123500,1567454498,@thegolfpilot @b_roble,1,pearl_amanda,
914,914,17844160513624476,1567454470,the best car ad of all time,0,thaneblack_,
915,915,18099031255057806,1567454366,@janatyrrell 😘,0,rickdavidmusic,
916,916,18086960212075306,1567454359,@micah.nunez @notonly_nora,2,brandxn_sxsa,
917,917,18071608408121672,1567454346,@msmartel,0,estevemurray,
918,918,17852663395544714,1567454320,@ramzooka19 @jo_siah is this not Jeff weil,0,socalsoproud,
919,919,17862708811484877,1567454318,@masdiscipulos @mdsvl @_fernanda_sanchez_vazquez @juliavazquezdesanchez,0,thisismickeys,
920,920,18098421925007200,1567454238,@car0_swag,2,dadofthedead,
921,921,17872370839447424,1567454229,🌅🚴🏖️🌴💞😂,0,gemmamariestar,
922,922,17850034642562382,1567454224,@valentinanaomix ik naast jou in de auto,0,miriamdbruijn,
923,923,17847896890592933,1567454202,@solraci,0,alejandro.figueroa,
924,924,18063217807181741,1567454188,@pitah_cortess,0,aseazn,
925,925,17847950851596784,1567454186,@amandarobi,0,santiago_urbisaglia,
926,926,17860784644500950,1567454182,@jaimadisetty stop doing this to me,1,jonahim,
927,927,18027397126214384,1567454128,@raphaello 😂😂🔝,2,unknowuserinstag,
928,928,17862753055490446,1567454120,But it’s less fun when you can hear them scream,0,tagfraz9,
929,929,18099324487015092,1567454103,@jovani_2,0,ichristiannn,
930,930,17902486519365447,1567454058,@emmagriffiths88,1,lloydmax89,
931,931,18027648499214348,1567454058,I can’t tag anyone because I’ve never pleased a woman.,195,gang_shitposting_on_ig,
932,932,17878382818428126,1567454035,Looks like fun 😂❤️⚡️,5,teslaphotographer,
933,933,18001488211300047,1567453974,I want a Tesla 🤤 (model 3 is my lane 😏😂),3,urmom.ines,
934,934,17853659209548433,1567453970,@israshilad 😎,0,m_emara53,
935,935,17858417845512224,1567453944,@vnessamora_30 😂 I know you love it 😜,0,xiomy_c,
936,936,17909948176348957,1567453906,@micsully,0,zsullivan1atgmail,
937,937,17864552176481969,1567453899,@taylor_knotts_,2,dakotaweiglle,
938,938,17959799284288452,1567453884,Tesla is going down hill,0,hunter_adams171,
939,939,18051324958199203,1567453879,@sozit,1,g_shell_shock,
940,940,18096455899000039,1567453833,Daduq is wrong with her shirt?! Slowly coming off with every cut,0,itsadisood,
941,941,17848592986587007,1567453832,Is that Tesla’s new climax mode?🤔,0,stinje,
942,942,18018119881224826,1567453830,Her taste in men is as bad as his taste in music,10,ono_kai,
943,943,18099585427058905,1567453785,@iihssaan @athershen @kevintennekoon,3,hammadsheik,
944,944,18017359375225774,1567453780,@matthewfdias 👀,0,dylan_dgilbert,
945,945,17927586622309600,1567453772,@campeon3434,0,jackcraneb,
946,946,17853583132549567,1567453760,@kieran.buckingham,2,nathan_hollett,
947,947,18098862088043102,1567453734,@craziecuban65 @kerstin_harrington @lexflows,2,bamatson,
948,948,17999202169253288,1567453725,@lindsayludavies,0,christoperleigh,
949,949,17892118747386601,1567453708,@beckywarman,0,jasoniqueen,
950,950,17869548385456935,1567453699,@northernlightss96 jijiji 🤓,0,the_cornellian,
951,951,17857789408504878,1567453663,@closetcandychris,2,chads,
952,952,17848554469581073,1567453661,@eileensoong,0,bdub360,
953,953,18077298046100174,1567453637,@grgzvz,0,kars.groen,
954,954,17844114850621432,1567453624,@haazah,1,_savagebrandon_,
955,955,17914092844339994,1567453619,@nobody. 😭 Cuz I don't have a Tesla... I have it only in my dreams❤️,0,marooosko,
956,956,17857010956517855,1567453611,How come her shirt is open  by the end of the movie?😉,20,i.v.a.n.ai,
957,957,18030865360206139,1567453608,I think the seat has a built in vibrator,45,kishan_devkaran,
958,958,17897951407374103,1567453607,I’m not rich...what’s happening ?,0,amadouirving,
959,959,17858348236510961,1567453598,جالب,0,zibatarinsokhanan,
960,960,18096952672021552,1567453589,😂👍🙌 разгон как у троллейбуса,0,vitaliinikulkin,
961,961,18049646428198282,1567453576,@jrenee8914,0,lillian_harper411,
962,962,17999206345252095,1567453528,Gosh I need to try that 😁,0,jeremieandre_fr,
963,963,18026168620222251,1567453501,@michaelchenwastaken,0,moadd.t,
964,964,17992125937267788,1567453477,@fivelpower,1,walgermo,
965,965,17853628942550783,1567453473,zevke gelio spı.. @mesuttarkanguven,0,matikarasara,
966,966,18097647562055096,1567453472,@mayermm you,0,ohedaya,
967,967,17998192372258887,1567453454,@stelle_18,0,djokicjovan,
968,968,18078756133096832,1567453434,That forehead tho,2,argeelovesmonica,
969,969,17847977362591769,1567453429,@me cause I don't have a tesla😪😢,0,harsh.ill,
970,970,17852963065555946,1567453398,Nice 💯🔥,0,johnnycart3r,
971,971,18095484133022104,1567453370,@sheppyboi45 I wonder how scared @gablever would be if you did that by surprise to her,1,bing_jang13,
972,972,17871842068454020,1567453331,@ianinkster @_.divig.wrx._,0,hi_meh_v,
973,973,18050544364196995,1567453325,@mariaforfang,0,will4fang,
974,974,18050243758198768,1567453289,@militeprod_ everytime,1,farinalucaa,
975,975,18064260856133242,1567453272,@lascph,1,martinbergdds,
976,976,18095695945000584,1567453263,"Did that for my coworker last night after work. Did a quick 0-30 pull for him. His first reaction was ""dude... I felt that in the pit of my stomach"" 😂",0,_oderint_dum_metuant_,
977,977,18096611065049976,1567453249,@tozzybaby,2,foxster2011,
978,978,17916852745326856,1567453242,@minimajsan 😁,2,wallinc91,
979,979,17865958573470259,1567453217,👍👍👍👍,0,hakangunery,
980,980,17859562876501364,1567453213,@nathanrabie13,0,jacob_brock_,
981,981,17892418882389575,1567453212,Can u at least explain what’s happening not everyone can affor a Tesla,32,mistrosphere15,
982,982,18072117337121160,1567453191,@lizardbethhh,0,magellan_the_corgi,
983,983,18066750667191801,1567453180,😂⚡️,0,a.z.prestige,
984,984,17856595300521596,1567453177,Hahahahah that’s hilarious....he enjoyed doing that to me so much! The most fun car to be a copilot in! ❤,41,andreea_emilia,
985,985,18066559627091267,1567453175,"all I wish for Christmas is a Tesla, I give up on him",0,galanclaudiaa,
986,986,17935540849307265,1567453147,@sammyneenan this will be us 😁,1,daz.n.24,
987,987,18099820741038149,1567453141,The interior 🔥🔥🔥🔥,0,ohdisisgreat_,
