,Post,IdFatherComment,Date,Caption,likesComment,Username,IdChildComment
330,330,18062974951179597,1567606063,@powellsandlackofpatience lmao 😂,0,theshiftheads,
331,331,17847529876595457,1567603991,@jaronblue99,0,lukemoore_14,
332,332,17917116931328172,1567603751,I will sell a discount for tesla car. Write in dm,0,toplivo_ua777,
333,333,18097971421015135,1567600782,@joshs60r ♥️😂,0,phys.zeke,
334,334,18016286983240670,1567600167,That is so ludicrous,0,denniswebdev,
335,335,17917076299330994,1567599502,@peanutbutterandjyll,0,dihnatowycz,
336,336,17910931759345715,1567598675,I guess the guy isn’t flooring it through a hairpin turn,0,ava_g_ciri,
337,337,18064176238181492,1567597320,Did this to @welshabbie 😂,1,1tomstone,
338,338,17917254766334330,1567596536,25.09 Modell 3 Performance !! Yeha! 😍Wait wait wait,0,mikadmon,
339,339,17998766251256700,1567595966,@_justinhough when one of us get a Tesla we'll defs do this 😂,1,jarred.burns78,
340,340,18000971902247111,1567592154,@lcdyson32 this is you and the girls if @arsenalrob81 ever gets a @teslamotors 😂,1,simondyson,
341,341,17856830191523209,1567591829,👏🇺🇦🔥,0,valerii_zhydetskyi,
342,342,18103683787002613,1567588245,@sumyrtle,0,thevwguy,
343,343,18078590482111360,1567587936,I was expecting a @pornhub intro,0,chinese_buffet_,
344,344,17999115265256010,1567587931,Cardi B's Money auch nicht😭😂,0,raphilan,
345,345,18067256782090172,1567587243,How @teslamotors will fight against such a perfect italian car like @automobilipininfarinaofficial Battista model ?! This new model looks impossible to reach..,0,luca_wolf01,
346,346,18051584680199160,1567585521,❤️,0,timo.eugster,
347,347,17853998863529972,1567583948,"I guess they‘re not on a racing circuit, so... isn’t it dangerous?",0,coalio,
348,348,17916510847327976,1567581600,Haha @nathanselbach even optrekken en... whow 🤣 Zo ziet wit leer eruit haha ben benieuwd 🙈,1,lexiefar,
349,349,17863255837478269,1567580697,@riaandlu @clint_2jz,1,rumdog180,
350,350,18057225730166824,1567579555,@klm_iii you *know* what this reminds me of...,0,alexfurmansky,
351,351,18062824645181133,1567579313,Giggle machine,0,willybearito,
352,352,17853059245557453,1567577459,@lizhatcher145 I know you love dat feeling Hahahahah 😍😍😍,0,drlakersgirl,
353,353,18067116637095447,1567577246,Excellent 👍,0,paulmotorca,
354,354,17872573231449761,1567575873,😍😍😍😍,0,teslaambassadors,
355,355,17972279092287805,1567575431,literally do this to my girlfriend at least 5 times per destination lol,0,leejamestsui,
356,356,18095942170027287,1567575091,@einara90,1,fredrikandres1,
357,357,17858703409511101,1567574047,did u sure present tesla to lukashenko?,0,kelvset,
358,358,17921504548323716,1567573387,@pauljoynerphoto all the time,1,raquelcjoyner,
359,359,17850306382574093,1567573019,@sincerly.serah,0,bonnietrow,
360,360,18064712635130248,1567572675,"Рубашка все сильнее и сильнее раскрывается, нам наверное до конца не показали видео...)",0,romanbutym,
361,361,18050173876189256,1567572467,Myself,0,tvler.cannon,
362,362,18080022412108699,1567571475,@aaronyoungman,1,long_n,
363,363,18017113945237762,1567570493,@melaskoart lol,1,jlask,
364,364,18096376192057925,1567568398,@phenomenina00 ❤️,0,cosmicwarrioralex,
365,365,18095857540033099,1567567466,Just watched the super video again and the girls seatbelt was undone while the driver is buckled up nicely.,0,phaseal3469,
366,366,17892172126384589,1567567167,@__zac__blain__,0,shutupshaye,
367,367,17844360685628313,1567565655,@amywats0124,2,geoffhardin,
368,368,18051891838170828,1567565378,@r_summer,0,d.a.e.smith,
369,369,17924272606315335,1567564831,@frewderris,1,dgdanaher,
370,370,18052456831169597,1567564673,@ryevsf,0,_colleenevans_,
371,371,17848225837597020,1567562607,It makes your heart jump! Such a fun feeling!!!,2,thelittleblogofvegan,
372,372,18097532851018146,1567561826,Ight ima head out 🍆🤸🏽‍♂️,0,lesizmorre,
373,373,18077832922118766,1567560976,@_alexandr.jm_ θα γελάσουμε πολύ όταν αποκτήσουμε ένα 😂,2,sayuri.estheim,
374,374,17864840008480066,1567559852,"@ivovanhal I always do this to you in my Tesla, whoosh!",1,lewitje,
375,375,17916864262334599,1567559266,@wtfitsvee @smallwill_lifting @unicorn_nebula_ 😂,2,therealnicklarson,
376,376,17885594890407560,1567557433,🔥🔥🔥🔥,1,dylan_helewn,
377,377,17921540137320830,1567557428,👍,0,dylan_helewn,
378,378,17844367231625813,1567556735,My wife 😂 @marcyvegn_animalovr,1,socaltintshop.chino,
379,379,18078393055105445,1567554924,"When we first got our 3, @juliafarrisfranklin and I did this to each other all the time. Still necessary every so often 😁",1,astrothad,
380,380,17845696702609280,1567552496,@flossylady Sounds familiar?,1,dr.toothman,
381,381,17971568509286881,1567552136,Move,1,fnealnwc,
382,382,17881877683420274,1567551091,@twaffs I’m s-or-y,1,itsjustafatkid,
383,383,18072647497120183,1567550869,Those are the reactions I want to see with the girl I want to be with EVERY DAY 😁,1,promoeddie,
384,384,18087170200073929,1567549340,@typicray lol,0,jael.v,
385,385,18096588613039161,1567549040,😂When  I was in a Tesla that’s what happened 😂,0,chillmemecat,
386,386,17892897802375840,1567546946,@drea2_86 it’s what I do to you too lol,0,sidkid560,
387,387,18078478486103774,1567545776,@mcdjo400 « tag your tesla bae »,1,thbben,
388,388,17854035949537730,1567545757,🤔 Not sure what’s happening except for her shirt slowly coming off.,1,tango.oscar.delta.delta,
389,389,18062653600146305,1567545749,@benjaminhaarbo,1,christian_jespersen,
390,390,18063915853180995,1567544895,@cris.yordan,0,cigdem_talgar,
391,391,18091696012069012,1567543927,Tickles the tummy ☺️,1,audreywss,
392,392,18064567999133061,1567543329,😏,1,coolandcollected__,
393,393,18101739244040829,1567542365,@stephaniefrancis,0,mattdarcygjj,
394,394,17844314677621924,1567542258,@ruttschi,2,den_wolfr,
395,395,18097201501045235,1567541782,@divatotten,0,ktotten6,
396,396,18018840862231956,1567540838,Her reactions are pure joy!,1,curtispierson,
397,397,18068047897142041,1567540154,Listening to Cardi B 😂,1,kj_kensho_flow,
398,398,18025291042217498,1567538209,@orladune 😂,0,elanatias,
399,399,18096552529041557,1567537675,@jess_roth,1,dbaracchini,
400,400,17971486006285529,1567537339,@nishinotv,1,willie.coleman,
401,401,18064256776192916,1567537209,@_amandapeck you! Lolz,2,joeyfreshwata,
402,402,17975261290280456,1567537131,You can’t help but laugh during take off! #Zoom,1,lindalovesanimals,
403,403,17853056392558040,1567536895,Wanna send me a car?,1,parkemelson,
404,404,17892445369376566,1567536639,👌👌👌👌,1,akohagshnas,
405,405,17853876064526631,1567536346,Jajaja what a lovely surprise💙@mikepfau @andreea_emilia,2,tatigely,
406,406,17848798540583897,1567535611,@helenahampis 😂😘,2,johanhampis,
407,407,17872518718442852,1567534417,"Taycan 💪🏽💪🏽💪🏽🇩🇪 #TeslaKiller 
Better go trade in your $100k Teslas for $40k and get a real car. 🤣🤣🤣",2,kevinzamani,
408,408,17855694532524936,1567534355,@gopro 😂👍🏻,0,sardor_davletyarov,
409,409,17975048944282165,1567533643,@hannanatored,0,thomajay,
410,410,17911096642347644,1567533056,@austingray.ninja ZOOM ⚡️,0,gnarlyninjanate,
411,411,17892260812375929,1567532526,Hi- I am reaching out because my father in law dream would be to test drive and own the tesla truck - he has cancer and we are bot sure how much time he has left- I do understand the concept hasnt been released yet - but any help getting him to even see the concept would make this worthwhile- I did write a letter and sent to Mr Elon Musk Secretary at Corporate headquarters- please please please help me fulfill his wish Please reach out,3,c.sheilah,
412,412,18067815505089997,1567532481,Great camera choice. 🎥,156,gopro,
413,413,18091151854069175,1567531180,@dannewins,3,tomcuff25,
414,414,17845572463610782,1567530894,@raphostojic,1,hugolabrecque98,
415,415,17959373743288973,1567530434,@xindee_tu_lee 😂,0,borazy,
416,416,17892090559383803,1567529903,ولی فکر نکم به پای پراید ایران برسه 😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭,0,mahdiiii_safarzadeh,
417,417,17999969071252328,1567529427,Deberías hacer un reaction video con varias personas 😂 @mayermm,1,panamasupercars,
418,418,18061126402153628,1567529293,@swimberley22,0,smithwimberley,
419,419,17852828410536101,1567528051,@dianacondruz,0,thechrisbjork,
420,420,17852844595531259,1567527408,This is why we need a Tesla @chlo.eeezy,0,liveandletdrive,
421,421,17850192754562580,1567527020,🔥🔥🔥🔥😍😍😍😍,1,yasithx,
422,422,18017110816237597,1567526721,NEVER gets old❤️,1,ayelakh,
423,423,18104916253033811,1567525714,So confused with this,0,asmartgal,
424,424,18098137207056688,1567525430,Follow my page to take some news about the worlds cars !,0,motorframe,
425,425,17992817716271950,1567525064,@ferousset,0,joaovazquez,
426,426,17887923904393660,1567524986,😍,1,edufreit4s,
427,427,17857934842504008,1567524394,@_.brauch._,0,3.slow_fuzion,
428,428,18000302716252251,1567524199,@graceiee,0,timsaywat,
429,429,17853110122554494,1567523876,"Boobs like a plank, change the girl, do the vid again. Ty🔥🐓",0,dima87xy,
430,430,17880536107424003,1567522168,@fortitudo113,0,huzi____,
431,431,17847061300600360,1567522154,@dianaagco,0,sunshak,
432,432,17865839359472465,1567521870,@nathaliegiragossian,1,vgranberry,
433,433,17921220148326215,1567521054,🇷🇸🇷🇸🇷🇸,1,delije.arcz,
434,434,17880715900420791,1567521006,@graciegilkeyy ✌🏼,0,rickydepass,
435,435,17852707162528836,1567520160,@jeep @teslamotors y’all should make a car together,0,abiiihilton,
436,436,18061506289146914,1567519931,@makinpowell 😁,0,insta_j.j,
437,437,17844872743606443,1567519866,@ninosmout dit doe jij altijd😂,0,esmeenijssenn,
438,438,17853820840526807,1567519360,@_lucidmelody,0,alcindarella,
439,439,18079222192108269,1567519215,@kristinsutah,1,billylea,
440,440,17910157273349927,1567518802,@jason_boatright 😂😂😂,1,cbowmanone,
441,441,17850270880563255,1567518765,It is good to be rich!,1,oliviermorelle,
442,442,18097175008055748,1567518683,😂,1,guillrobb,
443,443,18051983980170687,1567517832,All.the.time!,1,seerude,
444,444,17885962909406462,1567517488,@christine_e_bee,0,gregoryborst,
445,445,17858490379511988,1567517398,@chloekisela,1,jingle_94_,
446,446,17844220648628545,1567517109,@ankiliq,0,ale_x_456,
447,447,18095525449049809,1567516069,Love the engine sound and litres per mile of this car,1,simon_brrtsch,
448,448,18089132743076002,1567516029,This sounds🤤🤤🤤,1,simon_brrtsch,
449,449,18069504976140720,1567515765,What’s happening?),1,dov_alore,
450,450,17927426788308937,1567515098,The battery died immediately after this,1,aaronkapustinsky,
451,451,18088196545077986,1567514474,@fonsecaeder,1,briantreks,
452,452,17869640944459356,1567514416,Awesome 💪🏽,1,elektricars.llc,
453,453,18088004284076150,1567514181,Why can’t your reactions be like this? 😕😂 @cinndyvalencia,0,mon__9,
454,454,17847095488603941,1567512469,@dirisi que se te va el cerebro para atrás!!!! Jajajajaajajajaja,1,olivercampoy,
455,455,18066977854090961,1567511791,"Keep on doing that, you’d better check how much a replacement battery pack will cost...",1,maj1c,
456,456,18031124119207225,1567511202,@clemencelouz,0,geo.demeyer,
457,457,17902624009366045,1567511197,@clemencelouz,1,geo.demeyer,
458,458,18060453676155896,1567511131,Explicit sensations 😎,1,dabidoze,
459,459,17892108574387518,1567510425,@dadjar looking forward 😊,1,stellahmzi,
460,460,18096900073013638,1567509532,"Women don't like money. They like love and passion, and flowers.",1,dr.rafaelguilhen,
461,461,17871925456450336,1567509261,@baxcifjo,0,undivided1978,
462,462,18072103066121721,1567509126,@selinamalu,0,ben_t_jessen,
463,463,18076877632115152,1567508569,She just gets more and more undressed 😂,1,lucasrymer,
464,464,18099217444048113,1567508479,@juli.steph 😂,1,joeripeet,
465,465,18065508679186226,1567506995,😁👌,1,andreiypronin,
466,466,17936051746306823,1567506381,@rtyagi123 don't throw up next time ...+ @neheezy13,1,rahuligan34,
467,467,17850046456577017,1567505712,That guy looks like Mandarin from Iron man 3,1,archnightt,
468,468,18062151325151695,1567505479,😍,1,onobit_earth,
469,469,17862504400495873,1567504952,@jwjdubb,1,gcochran223,
470,470,18061841671145570,1567504787,👍👍👍👍👍😂,1,peteris441,
471,471,17972252923285699,1567504339,❤️❤️❤️❤️❤️,1,reno_motos,
472,472,17862081427492281,1567503722,@hagemannlukas @julian_herz98 😂,1,fabian_egl,
473,473,17882810392412750,1567503622,@neilferrier320 👍🏼👌🏼,0,cornisc,
474,474,18067084324191338,1567503567,@josetje1990,0,afcaian,
475,475,17848166800588216,1567503262,Hahahha @leoniestegink 🏎💨,0,lifebymary_,
476,476,17902654465365311,1567502095,@royalnavghan,0,sagar_01.01,
477,477,18096687469022508,1567501973,🔥🔥🔥,0,a.mia,
478,478,17875837318434279,1567501372,@florischerer Du willst ja nicht,1,brian.on.tour,
479,479,17872460398447637,1567501023,@staesdave 😂😂😂,0,kimdehondt,
480,480,17887974937394657,1567500888,i make those,1,collinthewhite,
481,481,18096391669060972,1567500864,@alex_meliss und mit umgebundenen fpv goggles erst recht 🔝,0,markvs_g,
482,482,18066869773091848,1567500826,@pommeverte30_ 😅,0,baptistegrcn,
483,483,17858432509512759,1567500469,❤️🤣🤪👌🏼 Tesla is the best!,1,tricksandbeats,
484,484,17900411971364609,1567499441,"Вот что за язык такой, чтобы не говорила, а всё равно как-будто ща порно начнётся))",0,bakhmarov,
485,485,18067251775094836,1567499377,👍🏽,1,mohamed_serageldien,
486,486,17880996061417109,1567498794,I love doing that to my passengers!! 😉😂🙌🏼,2,isabellborge,
487,487,18098125141030583,1567498229,@bernadette.berger 💕,1,joe_gasser,
488,488,17898374257374129,1567497674,@la_seule_narnar,0,sherif_zahran_,
489,489,17844215245623091,1567497332,@hannahquaymarkovich 😘,1,jakezerebny,
490,490,18096873424035244,1567496928,@africaslizzy 😋😋,0,itzskovzki,
491,491,17857129831519243,1567496625,@radhika.godinho 😂😂😂,0,russelgodinho,
492,492,17852680459540002,1567496548,@desireetombre,1,benjamintombre,
493,493,18052056988174029,1567495625,@theresedyvesether deg mot meg,1,jonreistad,
494,494,17992115185271542,1567495507,@barszczakkk,1,fade3ct,
495,495,17847326878595493,1567494958,@melyguy96 les fameuses accélération 😂,0,dech94aswoolfy,
496,496,18098212102005229,1567494935,😍,1,meeer_xx,
497,497,17852767486530767,1567494650,I need to win the lotto asap 🙌🔥,1,kaits.lifexo,
498,498,17998606012258559,1567493751,E❤️❤️,1,_koniglena_,
499,499,17860729078501054,1567493749,@mymom,0,thisiseliottt,
500,500,17852871625558466,1567493694,🤔🤔🤔🤔🤔,1,gidsmds,
501,501,17876284207438381,1567493581,@gitersonke 😉,0,flaviagitersonke,
502,502,17918989156324614,1567493236,🚲🚲Tesla the must,1,eughenes_mc_callan,
503,503,17936080099305371,1567493053,@paivihakala 😘,0,jurikaunisto,
504,504,18097857421031366,1567492897,"I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure.",1,soldehawaii,
505,505,17865640801473242,1567492891,"I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure.",1,soldehawaii,
506,506,17876596042439030,1567492888,"I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure.",0,soldehawaii,
507,507,17878498435429757,1567492877,"I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure.",0,soldehawaii,
508,508,18097005637003271,1567492788,@juulia_salo 😇💜,0,eetuuma,
509,509,17858376229519038,1567491228,Yellow flannel. We know what that means,1,nathanarnerlof,
510,510,17858599015516812,1567491143,@linnybucket,1,realjakegibson,
511,511,17900621254365133,1567490674,Love 💝,1,john.philippe2017,
512,512,17865949630471206,1567490623,@ida.halberg 😍😍😍,0,idasmand,
513,513,18000373885248483,1567489972,@eva_mathilde,1,jonremibredesen,
514,514,18076162093117058,1567489911,Where is the sound. That girls is still crying in the car,1,hard_harder_hardstyle,
515,515,17985570286300486,1567489688,is a tesla more for the man or for his husband?,1,hun_aerials,
516,516,17902017826368265,1567489470,@mikepfau @andreea_emilia the celebrity couple. You’ve been mistaken for Guy Pearce and Eva Lovia. 🤪,1,marianne_the_md,
517,517,17887869928398401,1567489372,I love this 😭💖,1,sky_sky_,
518,518,17867570962463460,1567488931,@kchand6,0,schwinn89,
519,519,17864434048480786,1567488490,👍,0,khokhlov6391,
520,520,17902302322366757,1567488166,"I was wondering, does guys with teslas shave their legs?",0,hun_aerials,
521,521,17885034136410402,1567487794,@jerrybangbang let’s do it,0,bandy89,
522,522,17907451702355940,1567487643,@lisarenejohnson,0,emmanuel.duverneau,
523,523,17866113109469991,1567487601,@jessicasusanneswift @_wyattbliley_,0,kweimer711,
524,524,17879732596425810,1567487518,Nice @teslamotors,0,creativeinterior1996,
525,525,17853667702545141,1567487501,Link?,1,sufian_zaynk,
526,526,17848062934594417,1567487463,She damn flat🤷‍♂️🤷‍♂️🤷‍♂️😑😑,1,sufian_zaynk,
527,527,17927261629310727,1567487311,@annakjallstrom,1,oskar.pedersen,
528,528,17998026871259884,1567486992,@tobindekorne @agaspeed,2,tedster827,
529,529,17892041020381155,1567486780,@juliane_ruthenberg,0,ruthe100,
530,530,17850259435562760,1567486491,@__dianimal remind you of anything? 🙃,0,ctown_91,
531,531,17891904265383879,1567486288,Have all made it to the Midwest yet? We would love to have you all in our States🙌🙌🙌😱 #TeslaRocks,1,watchnow__,
532,532,17860692340497993,1567486180,@ everyoneiknow 😁,0,sariahbatt,
533,533,17936317192305439,1567486180,👀👀👀 @mclonetattoos,0,skizzyscott,
534,534,18077388307100897,1567485217,I have the same reaction all the time. 😃,1,_corena_razi,
535,535,17885856106394058,1567485038,@andrearakic,2,mr_entrepreneurr,
536,536,18052059061171082,1567484556,@chellexmicb,0,e_m_lang,
537,537,17850087022561211,1567484195,@jonathanmabey @alexmadamss,1,rchaseadams,
538,538,17848630762578461,1567483078,@oxzing1,0,afrahr,
539,539,18072659875124337,1567482863,Feel the Ludicrous speed of a Tesla! 🔥🚘 🎼,1,staceyrobertspilatesandyoga,
540,540,18060641293157026,1567482621,@aarvin14,0,sensarpensar,
541,541,17868377698462651,1567482563,I’ve got to get a Tesla first🤷🏻‍♀️😩,1,jessaleec,
542,542,18096015064029339,1567482408,@moreuhhhh goals af,0,fakiegawdfather,
543,543,17867862274467298,1567482081,This has me feeling single af,1,benjjjjaminbarrells,
544,544,17971875196285184,1567482016,@danielanthonio3 👌👌,0,davidfroyo,
545,545,17848663030579455,1567481942,@teliahrenee one day... 😏,0,johnjwilliamson,
546,546,17864614537477336,1567481806,The speed is worth never spending a dime on your hair stylist again. 😂,1,rui.rsilva,
547,547,18077720500106024,1567481019,@theherdsmen.novel,0,iamchidi,
548,548,17887750561394752,1567479510,@makmotors I need a Tesla.,0,ron.the_creator,
549,549,17977047595301915,1567479416,@xochitl0807 but she gets mad,0,tony_ortega1,
550,550,17859189211505218,1567479111,Have you guys considered utilizing this product light for Rental Services in Urban Areas? It can be useful for Safaris and or Theme Parks as well. Consider restructuring the company. Add a Hybrid line and cut prices. This Company is in hot water and on thin ice. Sell it for Tourism in Europe and or Australia. Provide maintenance services for the rental services. Maybe use it for University settings and or Golf Courses? Ports and or Airports. Where the vehicle does not need to go far. Limit the reach to the Cities. Adjust your EBITA and also have your stock factor in your no existent P/E Ratio.,1,danczerepak,
551,551,18050466934189264,1567478757,Can’t wait to have that feeling👸🏾,1,shirls_curls,
552,552,18095151745056500,1567478740,@isillah77,1,mjsillah67,
553,553,17847974560594152,1567478716,#ludicrousspeed🙌🏽,0,lpi684,
554,554,17888084245392896,1567478559,@sim_houle7  @biscuit_breton @vincent_viau,0,vincent_viau,
555,555,17857817080507433,1567478369,@winn.er 😬,0,dave.oliva,
556,556,17890338133383715,1567478233,@hiimonikaa you freak out when I drive now imagine me behind the wheel of this thing.,2,sanketkudav,
557,557,17985037894300722,1567477828,@s1phant,0,gandalftesla,
558,558,18065837608191190,1567477809,@alyxstewart sry not sry,1,spencerklawans,
559,559,18076392796116518,1567477745,@kayhoolay,1,_kevinwang_,
560,560,18060640906153880,1567477708,@tamilasayadi,1,christianzaia,
561,561,18064266058132553,1567477440,@lyndsey_sandra,0,haakonsj,
562,562,17870454169450836,1567477328,@colethegreat14,0,_ivanvalentino,
563,563,17850006229574036,1567477275,@jakereddevils @dmalf10,1,jake.d.ruiz,
564,564,17909845477348021,1567477113,@amandalisinski,1,thomashle,
565,565,18096623251038652,1567477043,So wait a second...this car slowly unbuttons women’s shirts? Musk you rascal.,1,donny_babe,
566,566,17916401224331727,1567476349,@fishcat6,0,awesomeattorney,
567,567,18025276012222672,1567476134,@itsbamaya,1,gg.elim,
568,568,17847335032590420,1567476043,Who are they?,0,dblx1,
569,569,17848025155587177,1567476006,@ no one cuz i don’t have a tesla 😓,1,samaraaalam,
570,570,17975008861281973,1567475760,@aygennnnnnn ehehehehe :D,1,dnzssrl,
571,571,18052489891171387,1567475465,@princess_kali_luv_  sorry,1,tisalette,
572,572,18067240222088613,1567475388,@elenakay,0,zacharyault,
573,573,17975282578283396,1567475267,@aliviafields,0,zach_fields,
574,574,17892236740385837,1567475251,My 7.0 liter V-8 could give more smiles per gallon,1,_.agera._,
575,575,17872424953445762,1567475216,Just look at the happiness riding in a Tesla brings @superiormusclecars!,2,chrgngo,
576,576,17844209734620755,1567475066,@kendall.design @natalie.frank,1,frankables,
577,577,17991669811270133,1567474969,@jdinwiddie @nadinwiddie 😁😁😁,0,oooookeving,
578,578,18076048384117393,1567474850,Tesla owners go faster on highways don’t drive like a my grandma.,1,rahat_ibn_lokum,
579,579,18071671540123291,1567474831,@ambika_pandey 🤣,0,rosegoldthakur,
580,580,18096488722016918,1567474812,@eth.christensen,1,bridger_christensen,
581,581,17870574943454470,1567474768,@wesleyrwilliford,0,julian_salles,
582,582,17975201551283612,1567474362,@parini08,1,shleshs,
583,583,18097361959006605,1567474309,@mtm35,0,stacey_moore_kc,
584,584,17848637341581971,1567474254,@derekcarder,0,smcrawford123,
585,585,17876373613437919,1567474209,@jelly456 when I buy my Tesla we’re doing this all day long,1,ericjin0,
586,586,18032092528207056,1567474200,Awesome,0,hussain_basit_awan,
587,587,18096863755041752,1567474184,🖤,0,my.georgia.lynn,
588,588,18000420304247215,1567474104,@brez5 I can’t help it,0,pauls24,
589,589,17852970181557852,1567474047,I need that kind of horsepower😍🔥,1,queen.libra87,
590,590,17892141358384459,1567473997,@pdtdhsimon,0,ras_simonnnn,
591,591,18030273955205534,1567473665,@mlieberman_,1,jlieberman__,
592,592,17899753900367666,1567473587,Brap brap stututu,0,nuallas._.6,
593,593,18076889059104764,1567473185,@greyci_ktt,1,jonataspc_,
594,594,18025740586218879,1567472882,Michael Jordan and Jackson. Paisley freedom action university.,0,paisleydescartes,
595,595,17848601830581020,1567472852,@mitchmcelroybjj 😘 🚗💨,0,annabee04,
596,596,17844176482620985,1567472552,Caracaaaaaaaa,0,paulossmoraes,
597,597,18077282488107982,1567472494,لا يا شيخ,0,a.alansaari,
598,598,17923541722320626,1567472473,@kevinliuqt speed,0,itslarisxs,
599,599,17913724261341420,1567472406,@tessakathleen,1,samsteyer41,
600,600,17874970666439895,1567472397,This interior 👌 @momof4amazingboys @jaimeavilla @rokotsekelle @mommyof2z,1,jose.a.vega,
601,601,17909078887354467,1567472369,@freyaholly,0,thedanshepherd,
602,602,18096096259011974,1567471843,Is that avicii,0,henrywid,
603,603,18079757773101270,1567471708,@ericajane408,0,mrvalentin0,
604,604,18096654508058111,1567471650,@ian.bott23,0,jenniferbott,
605,605,17864882482478982,1567471612,@iambobmae,0,jsam81,
606,606,17864422864481579,1567471500,@cissel.missile u 2 me but my reaction is slightly different DYIDODFCIH,0,belchboi86,
607,607,17921127280323030,1567471198,👍👍👍,0,karim_olimovich,
608,608,18096626443062168,1567470810,💯💯💯💯💯💯💯💯💯,0,dierzun,
609,609,17872613713452083,1567470774,@carlosandresmoon pffff,0,fabianandresrodriguez,
610,610,17849172979570758,1567470760,@carolpeterson08,0,davepeterson_,
611,611,17853650377545131,1567470597,@jairogodoyg,0,fregoleon,
612,612,18066485827089899,1567470562,@jenmurff,1,semurff66,
613,613,17959413259291171,1567470016,@niiranen,0,chloe.eunice,
614,614,17923864210319443,1567469706,😍,1,joewalker777,
615,615,17914501795331590,1567469690,@annaandrews311,0,listentomewine,
616,616,18096762586039898,1567469665,I hear cardi B AkA The worst Female “artist ever “ But on a good note this amazing car 🤠,0,elfamosojuicy,
617,617,17870373760455468,1567469658,All for the succ,0,gingervitisbread,
618,618,17914351861335940,1567469616,Lovely @elonmusk,0,vivviv00,
619,619,17848044481590008,1567469599,@zari.fah remember this?,0,aaron.harris7,
620,620,18097644430058305,1567469427,Love the feeling in our Model 3 too!,0,linda.montemarano,
621,621,17852844517554848,1567469248,@shandarogers_,0,batman10101979,
622,622,18067641688143742,1567469248,@luke.lansford,0,cs.sca,
623,623,17855490646520600,1567469234,@bendorrough,0,caseydorrough,
624,624,17864454166474832,1567469217,@atylercole,1,cs.sca,
625,625,17882679268411378,1567469167,@ballislifecath too fast to furious 🤫,1,theboy.ig,
626,626,17921547241323548,1567469036,@tannerfox,0,jacksonbuscher,
627,627,17880617839421705,1567468919,More fun with kids in the back,0,danni_elife,
628,628,18012138883243619,1567468764,@david.fuller.376258  #ineedatesla,0,lfuller16,
629,629,17892064066386781,1567468730,@roshinyunus,1,lukasznovak,
630,630,18097994218010336,1567468631,🙌🏼🙌🏼😂,0,sirronjiggs,
631,631,17983374016272760,1567468312,@tammiwalk,0,ben.walker.73,
632,632,17902424212366338,1567468189,They def laid the seats down after this 😂,0,kyle_____mackenzie,
633,633,17902408267366202,1567468109,@thalierr,0,elmoisinnocent,
634,634,17973714940303083,1567467850,😂😂,0,emar6615,
635,635,18092651353067758,1567467747,@sldesigns1 😜,0,randykhatami,
636,636,17867996080462387,1567467719,@carrathers,0,randykhatami,
637,637,17872532431446281,1567467623,@luteriumash sonho meu,0,duduyamauchi,
638,638,17879505802425477,1567467551,"Wow, is that a six head?",0,vonwolfgang10,
639,639,17868204259461043,1567467525,Gonna get one! @wek.life,0,patrickaahad,
640,640,18097241656049744,1567467525,@smickoski you in my xr6 turbo 😍,0,billsami,
641,641,17861996191494274,1567467136,@maliakristin,0,devonpatterson,
642,642,17853846712539614,1567466641,@courtneycmcfarland,0,canyonsovstatic,
643,643,18086461402077813,1567466248,@kayteejohnson,0,ajgotaninsta,
644,644,17901603886369064,1567466205,@amelia1865 ❤️,0,mk6.dom,
645,645,17845470736608693,1567466193,"Great ""batteries"" to hold those charges to flow those motors......but it's just like a muscle car, you stomp it every so often you still have to "" fuel or change "" what's pushing.....so, can. Telsa handle drag nights, bring it race it, it will run out of charge",0,ovitt423,
646,646,18052089712173856,1567466137,@kickin_cupcake whenever there is a red light and I am at the line;),0,sscott38,
647,647,18067973809185217,1567466080,G,0,gabriel_armijo_1,
648,648,18049341352195208,1567466079,A,0,gabriel_armijo_1,
649,649,17892282469389394,1567466078,@britneyderks_ hehehehe,1,arunlakhisaran,
650,650,18066628642081119,1567466078,Y,0,gabriel_armijo_1,
651,651,17853716038534245,1567466007,@tiphanierae ☕️,1,champagnewolfson,
652,652,17999675842249865,1567465963,@jade_brock5616,0,verbrock,
653,653,18095034157050350,1567465879,@wi11reinhard because Bear doesn’t have an IG,0,joshandabear,
654,654,17848617724585230,1567465814,@karentheshorty,0,john.s.gilmore,
655,655,18031844758200543,1567465774,@rick_alonzo_33 @ashley_alonzo1,0,edward_anthony_alonzo,
656,656,18057049429160845,1567465758,@laloperezfernandez,0,franceniam,
657,657,17997941488260436,1567465755,@feranceno,0,mitchsantillana,
658,658,17844136264622574,1567465707,Which one is the chick in the relationship,0,ohdoomed,
659,659,18012323287245259,1567465529,😂😂 ⚡️,0,cr_n11,
660,660,18067292593082309,1567465492,@michaelaustinsierra,0,davidjsierra,
